	Unnamed: 0	sentence	sentiment	translation
2724	2724	Sunny leon undo enna poyi kananam	positive	Sunny leon undo enna poyi kananam
2725	2725	Vegam 6 mani ayal mathiyayirunnu .katta waiting lalettaaaaa	positive	Vegam 6 mani ayal mathiyayirunnu .katta waiting lalettaaaaa
2726	2726	Dislike adikkan vendi Kure Peru keranindalla	negative	Dislike adikkan vendi Kure Peru keranindalla
2727	2727	Laletta ingane wait cheypichu kollalle...vegam vaa ingadu	positive	Laletta ingane wait cheypichu kollalle...vegam vaa ingadu
2728	2728	Support from ettan fan.... Ikka mwth aanu ....	positive	Support from ettan fan.... Ikka mwth aanu ....
2729	2729	Ente ponnu ettaaa ningalu njngale romancham varuthichu kollum	positive	Ente ponnu ettaaa ningalu njngale romancham varuthichu kollum
2730	2730	Unlike cheyyunavarde annakkil adich kodukana item	neutral	Unlike cheyyunavarde annakkil adich kodukana item
2731	2731	LAST DRUM SET KOND KIDU AKKI	positive	LAST DRUM SET KOND KIDU AKKI
2732	2732	kand kili poyavar adi like what a editing	positive	kand kili poyavar adi like what an editing
2733	2733	Enta ikka........ningal njangale ingana vismayippikkalle  ...	positive	Ente ikka........ningal njangal ingana vismayippikkalle ...
2734	2734	Namude swantham mammookkayk lalettan fansinte vaka asamsakal..mamangam nalloru thirich varav sammanikatte.. trailer kidukiyitund	positive	Namude swantham mammookkayk lalettan fansinte vaka asamsakal..mamangam nalloru thirich varav sammanikatte.. trailer kidukiyitund
2735	2735	Ikkayude mass perfoamnce kaanan Kothichu Etra naalayi..Waiting april 12..Raja	positive	Ikkayude mass performance kaanan Kothichu Etra naal layi..Waiting april 12..Raja
2736	2736	It’s amazing vere onnum parayan illa	positive	It's amazing vere onnum parayan illa
2737	2737	Dislike adicha sundari sundaranmarude nallathinayi namuk prarthikam	negative	Dislike adicha sundari sundaranmarude nallathinayi namuk prarthikam
2738	2738	Madhuraraja yude teaser ithinte ezhu ayalathu ethiyilla ennathanu satyam	neutral	Madhuraraja yude teaser ithinte ezhu ayalathu ethiyilla ennathanu satyam
2739	2739	njaan ippo oru  83 thavana kandu	positive	njaan ippo oru 83 thavana kandu
2740	2740	Pakka poli Nigal entha manasilakiknath keraliyar k buthiyillalae thani thedrit pakka fillm Thani poli film	positive	Pakka poli Nigal entha manasilakiknath keraliyar k buthiyillalae thani thedrit pakka filmm Thani poli film
2741	2741	Sohan seenulal ne kandathode mood poyi	negative	Sohan seenulal ne kandathode mood poyi
2742	2742	Oru kgf kanda feel......🤩🤩🤩🤩🤩🤩🤩🤩🤩tovi machaan verey level aah........	positive	Oru kgf kanda feel......🤩🤩🤩🤩🤩🤩🤩🤩🤩tovi machaan verey level aah........
2743	2743	Raju ettan nde films il kaanan pettuna athe cinematography eee trailer il kaanan sathikunnu....	positive	Raju ettan nde films il kaanan pettuna athe cinematography eee trailer il kaanan sathikunnu....
2744	2744	Ith kandit engana dislike cheyyan thonnane? Sambhavam kidu aait undallo	negative	Ith kandit engana dislike cheyyan thonnane? Sambhavam kidu aait undallo
2745	2745	Super trailor katta ikka fanaya എനിക്ക് വരെ romanjification	positive	Super trailor katta ikka fanaya romanjification till me
2746	2746	Jeyettan massa  kola mass  ennelum onnu kananm nnud	positive	Jeyettan massa kola mass ennelum onnu kananm nnud
2747	2747	24k dis like adichavar ithrayum mandanmaro	negative	24k dislike dichavar ithrayum mandanmaro
2748	2748	Jeevithavumaayi bandapett kidakkunna movie aayathu kond trailer kaanumbol vallatha oru santhosham battalion police kaarude real life aanu parayunnath	positive	Jeevithavum Aayi bandhapetta kidakkunna movie aayathu kondu trailer kaanumbol vallatha oru santhosham battalion police kaarude real life aanu parayunnath
2749	2749	ikka oru rakshayum illa ajathi item	positive	ikka oru rakshayum illa ajathi item
2750	2750	Woah!!kidu TrailerMammukkaaThis Eid z awesome	positive	Woah!!kidu TrailerMammukkaaThis Eid z awesome
2751	2751	Ufff aaa.. Avasaanatha ekkauda aaaa kuthhill thanne unde ellaa.... Power figuresum	positive	Ufff aaa.. Avasaanatha ekkauda aaaa kuthhill thanne unde ellaa.... Power figuresum
2752	2752	Enteeee moooone kidu kidu last aah adi kandappoo killi poi angna poyavarkk lik adikaaanulla sthalam	positive	Enteeee mooooone kidu kidu last aah adi kandappoo killi poi angna poyavarkk lik adikaaanulla sthalam
2753	2753	Ithupolathe kidilan trailer vannitt katta support kodukkathirikkan pattumo it is very awesome	positive	Ithupolathe kidilan trailer vannitt katta support kodukkathirikkan pattumo it is very awesome
2754	2754	Maduraraja 4hrs 96likes & 9k comments....Lucifer 2hrs 189likes & 12k comments...ettanodum pillerodum muttan varrale...mohanlalwood	negative	Maduraraja 4hrs 96likes & 9k comments....Lucifer 2hrs 189likes & 12k comments...ettanodum pillerodum muttan varrale...mohanlalwood
2755	2755	Thugs of hindhustan film aahn marakar enn paranj kanikkunnath	negative	Thugs of Hindustan film aahn marakar enn paranja kudikkunnath
2756	2756	Sambhasham ..entho oru kuzhappam polae ...padam poliyum ennu enikku thonunnu	negative	Sambhasham ..entho oru kuzhappam polae ...padam poliyum ennu enikku thonunnu
2757	2757	Dislikes kandappo kurachu vishanam thonni... Ennal comments vayichappol athu mari... Kure nalukalkkku shesham kanda ettum mikacha trailer......	positive	Dislikes kandappo kurachu vishanam thonni... Ennal comments vayichappol athu mari... Kure nalukalkkku shesham kanda ettum mikacha trailer......
2758	2758	Ee trailer Anu ippo most comments olla Malayalam trailer	positive	Ee trailer Anu ippo most comments olla Malayalam trailer
2759	2759	Murali Gopi script oru bhayam...🤔munp cheyta padanglellam....	neutral	Murali Gopy script oru bhayam...🤔munp cheyta padang ellam....
2760	2760	Kidu trailar....lalettan king of Indian cinima..	positive	Kidu trailer....lalettan king of Indian cinema..
2761	2761	Rajave.  idhu nammal polikum ...inga avide ninno	positive	Rajave. idhu nammal polikum ...inga avide ninno
2762	2762	Kolamass alla Marana mass alla adhukkumeleya nummedae ikka  Ikka ki jayyi	positive	Kolamass alla Marana mass alla adhukkumeleya nummedae ikka Ikka ki jayyi
2763	2763	Koothara trailer telugu padam pole und	negative	Koothara trailer telugu padam pole und
2764	2764	Kidu bgm Mamookka yude mukam kanathadil sangadam und	neutral	Kidu bgm Mamookka yude mukam kanathadil sangadam und
2765	2765	Ithine ale teaser en vilikunne? enthayalum kidukki	positive	Ithine ale teaser en vilikunne? enthayalum kidukki
2766	2766	Epo madhura Raja trailer kande ollu ethu kandappo tharichu poyi. Ettan effect	positive	Epo madhura Raja trailer kande ollu ethu kandappo tharichu poyi. Ettan effect
2767	2767	Nigal polike ikka katta ikka fan	positive	Nigel police ikka katta ikka fan
2768	2768	Padam industry hit aakatte ennu oru Lalettan Fan	positive	Padam industry hit aakatte ennu oru Lalettan Fan
2769	2769	Kola kolli item.. Madhura Raja MEGASTAR MAMMOOTTY KING OF KINGS	positive	Kola kolli item.. Madhura Raja MEGASTAR MAMMOOTTY KING OF KINGS
2770	2770	Mohanlalinte best 100 crore film aayirikkum urappu	positive	Mohanlalinte best 100 crore film aayirikkum urappu
2771	2771	Ee chanelil aano ithra valiya oru cinimayude trailer idunnath  Nalla subscribers ulla chanellil ittal porarnno	negative	Ee chanelil aano ithra valiya oru cinimayude trailer idunnath Nalla subscribers ulla chanelil ittal porarnno
2772	2772	Ithu oronnonnara allaaaa athukum mele  mammookka uff ejjadhii	positive	Ithu oronnonnara allah athukum mela mammootty uff ejjadhii
2773	2773	Entamooo  veendum veendum kanan thonanuuuu	positive	Entamooo veendum veendum kanan thonanuuuu
2774	2774	Happy birthday ikka   Happy birthday ikka Happy birthday ikka	positive	Happy birthday ikka Happy birthday ikka Happy birthday ikka
2775	2775	Sandarpham muthal enne  vareyullaa ella   ciinemakalum albhudappeduthiyittulla oreyoru   nadana vismayam mammokka	positive	Sandarpham muthal enne vareyullaa ella ciinemakalum albhudappeduthiyittulla oreyoru nadana vismayam mammokka
2776	2776	Super heavy  amazing  Ethil aparam onum parayan elaa	positive	Super heavy amazing Ethil aparam onum parayan elaa
2777	2777	Best wishes Kalki ......   Kalki Kalakkatee ........	positive	Best wishes Kalki ...... Kalki Kalakkatee ........
2778	2778	All Kerala lalettan fansite ellavida ashamsakkalum.	positive	All Kerala lalettan fansite ellavida ashamsakkalum.
2779	2779	Ith raja aaa kallykkan vanna eduth uduth kalayum	negative	Ith raja aaa kallykkan vanna eduth uduth kalayum
2780	2780	Engane aada uvve 32K dislikes okke vanne? nammude naatil athrem mandanmaar undo	negative	Engane aada uvve 32K dislikes okke vanne? nammude naatil athrem mandanmaar undo
2781	2781	Yente ponnu ikka ningal oru jinnanu	positive	Yente ponnu ikka ningal oru jinnanu
2782	2782	sadha pichaththi mudhal rocket launcher vere und..  rajuvettan enna summava	positive	sadha pichaththi mudhal rocket launcher vere und.. rajuvettan enna summava
2783	2783	Mammukka ithil polikm enu oru katta ettan fan	positive	Mammukka ithil polikm enu oru katta ettan fan
2784	2784	Janapriya Nayakante Pakka Family Entertainer Superb Trailer	positive	Janapriya Nayakante Pakka Family Entertainer Superb Trailer
2785	2785	Kanditt oru naad rakshikal cliché aanenn thonunnu..	neutral	Kanditt oru naad rakshikal cliché aanenn thonunnu..
2786	2786	Reapettt mode..on...!!. Enne ividenn arenkhillum onn  kondopoko...????	positive	Reapett mode..on...!! Enne ividen arenkhillum onn kondopoko...????
2787	2787	Sudapikalkku kurupotti aa dislikes kanda . A Hollywood level work	negative	Sudapikalkku kurupotti aa dislikes kanda . A Hollywood level work
2788	2788	Mammukka ishttam.. Ith oru kola kolli item aayrkkum theercha	positive	Mammukka ishttam.. Ith oru kola kolli item aayrkkum theercha
2789	2789	Yaa mone Holywood getup kaathirunnath verthe aayillah bgm marana maass	positive	Yaa mone Hollywood getup kaathirunnath verthe aayillah bgm marana maass
2790	2790	7.7k dislikes. Athinu vendi enkilum vann trailer kandu views kootiyathil santhosham...	negative	7.7k dislikes. Athinu vendi enkilum vann trailer kandu views kootiyathil santhosham...
2791	2791	malayala cinema heightsukal keezhadakunnu... innevare ulla cinemakalil ninn vyathasthaamaayi chithreekarikunnu... Proud to us...	positive	malayala cinema heightsukal keezhadakunnu... innevare ulla cinemakalil ninn vyathasthaamaayi chithreekarikunnu... Proud to us...
2792	2792	Chaanakahinalkathu  ulla potimaaankal.. Dislke yethra adichitu  kaaryamilla  yeriyunna Marathil  bhalamundu	negative	Chaanakahinalkathu ulla potimaankal.. Dislke yethra adichitu kaaryamilla yeriyunna Marathil bhalamundu
2793	2793	Mammokka fans onnum alla. But karyam parayalo  trailer kalakki marich	neutral	Mammootty fans onnum alla. But karyam parayamo trailer kalakki marich
2794	2794	Enthonedai id    padakkamo	negative	Enthonedai id padakkamo
2795	2795	Oru kidukaachi entertainer aakumennu vishwasam....lalettan polichu...	positive	Oru kidukaachi entertainer aakumennu vishwasam....lalettan polichu...
2796	2796	Myru padam Cash poyii.... Eee kunnakk inganathe padam cheyyathe irunna pore....	negative	Myru padam Cash poyii.... Eee kunnak inganathe padam cheyyathe irunna pore....
2797	2797	Lusifar and madura Raja 100Codi clubil kayaranam apo indiyil atvum valiya indastrey Malayalam film indastrey avum	positive	Lusifar and madura Raja 100Codi clubil kayaranam apo indiyil atvum valiya indastrey Malayalam film indastrey avum
2798	2798	Aaah kollam ithanalle school kuttikal... Kandalum thonnum	neutral	Aaah kollam ithanalle school kuttikal... Kandalum thonnum
2799	2799	Pwoli pwoli....vallathoru anxietyy....cinema kalakkum enn thonnunn🤗	positive	Pwoli pwoli....vallathoru anxietyyy....cinema kalakkum enn thonnunn🤗
2800	2800	Ithilum valiya verupikal padam swapnagalil mathram	negative	Ithilum valiya verupikal padam swapnagalil mathram
2801	2801	Katta support .. Surya fans nte vaka undavum ...S37 coming soon	positive	Katta support .. Surya fans nte vaka undavum ...S37 coming soon
2802	2802	Malayaala sinimayil Mammuttikkaan etharathilulla kadhalaathram nannaayi cherunnath	negative	Malayaala sinimayil Mammuttikkaan etharathilulla kadhalaathram nannaayi cherunnath
2803	2803	Padam hitakanulla elements ellam undallo.. Oru Maayavi touch thoniyarunu	positive	Padam hitakanulla elements ellam undallo.. Oru Maayavi touch thoniyarunu
2804	2804	Memories inu shesham nalloru triller pratheeshikkunnu	positive	Memories inu shesham nalloru thriller pratheeshikkunnu
2805	2805	Kore thendikal unlike edand stop cheyyuka	negative	Kore thendikal unlike edand stop cheyyuka
2806	2806	Madhura raja wait cheyth irikunavr adi like  Ippo thanne oru 5 pravishym engilum ivide vannu nokiyavr aarokke und	positive	Madhura raja wait cheyth irikunavr adi like Ippo thanne oru 5 pravishym engilum ivide vannu nokiyavr aarokke und
2807	2807	Ee padam athrakku super hit aakoola..aalukal nalla thakarpan story aagrahikkunnu athu ippozhathe moovi kalil illa	neutral	Ee padam athrakku super hit aakoola..alukal nalla thakarpan story aagrahikkunnu athu ippozhathe moovi kalil illa
2808	2808	Oru horror okke aarnnu pradikshiche ... Or a villian dominating psyco movi ...  But... Ennalum padam polikkum...	neutral	Oru horror okke aanu pradikshiche ... Or a villain dominating psycho movi ... But... Ennalum padam polikkum...
2809	2809	Dialogue presentation pora bakki ellam kollam	neutral	Dialogue presentation pora bakki ellam kollam
2810	2810	Ee onam njangal ing edukkuvaa..... ee ittichan...	positive	Ee onam njangal ing edukkuvaa..... ee ittichan...
2811	2811	#JUNE 16  #KATTA #WAITING #DERICK ABRAHAM	positive	#JUNE 16 #KATTA #WAITING #DERICK ABRAHAM
2812	2812	Failure anu nalla mammokka movie kandu varashangal ayi....	negative	Failure anu nalla mammokka movie kandu varashangal ayi....
2813	2813	Dislike adicha myrenmark vendi like adi	negative	Dislike adicha myrenmark vendi like adi
2814	2814	Ikkaante pilleer onnu othu pidiche namukkid 15 million wiews aakanam	positive	Ikkaante pilleer onnu othu pidiche namukkid 15 million views aakanam
2815	2815	Moonnam divasavum trending no:1 Ettan	positive	Moonnam divasavum trending no:1 Ettan
2816	2816	Orru onnonara range padam aahntaa ee padam	positive	Orru onnonara range padam aahntaa ee padam
2817	2817	Romanjification Mammookkaaaa ingal vere level annn  mammookakk koduthe makkale oru like	positive	Romanjification Mammookkaaaa ingal vere level annn mammookakk koduthe makkale oru like
2818	2818	‍ Venda kutta uruttam  Aaah pwoli Background music	positive	‍ Venda kutta uruttam Aaah pwoli Background music
2819	2819	ORU CINEMA KAYINNE ERAGEYTHE POLE!!!!! MASS !!!! KATTA WATING!!!!	positive	ORU CINEMA KANNE ERAGE THE POLE!!!!! MASS!!!! KATTA WAITING!!!!
2820	2820	Madurarajayil pritwiraj  undairnengil onnu koodi super avumairunnu	neutral	Madurarajayil pritwiraj undairnengil onnu koodi super avumairunnu
2821	2821	Innevare kandattillatha vere level item .	positive	Innevare kandattillatha vere level item.
2822	2822	Teaser valere adhikam pradhisha nalkkunnu	positive	Teaser valere adhikam pradhisha nalkkunnu
2823	2823	Jimittukal karanju chaakum athum tripple strongil	negative	Jimittukal karanju chaakum athum triple strongil
2824	2824	Ithano aa cheriya movie  pattikallae	positive	Ithano aa cheriya movie pattikallae
2825	2825	Enthu kanichalum njangade lalettante pakuthi varumo niyokke	negative	Enthu kanichalum njangade lalettante pakuthi varumo niyokke
2826	2826	Nalla padam aanu enthinu aanu thallu padam ennu paranyunne nn mathram ariyilla.nalla degrading ind	positive	Nalla padam aanu enthinu aanu thallu padam ennu paranyunne nn mathram ariyilla.nalla degrading ind
2827	2827	Happy b dy ikka  malappuram ikka fans like adikk	positive	Happy b dy ikka malappuram ikka fans like adikk
2828	2828	Where is Raju ettan ... Angeru illandu enth padam  ..	neutral	Where is Raju ettan ... Angeru illandu enth padam ..
2829	2829	Kozhikode model school    innum   marikkaatha   vikaaramaanu   geevithathil...	positive	Kozhikode model school innum marikaaatha vikaaraamaanu geevithathil...
2830	2830	ethinu okkae dislikes adicha chila prajanda kunju ghalodu enikku etrae parayan ullu odada pullae kandam vazhi. Uluppundo ninakku okkae.	negative	ethinu okkae dislikes adicha chila prajanda kunju ghalodu enikku etrae parayan ullu odada pullae kandam vazhi. Uluppundo ninakku okkae.
2831	2831	Nalla comedy movie aanenn thonnunnu....katta waiting🤗	positive	Nalla comedy movie aanenn thonnunnu....katta waiting🤗
2832	2832	Prithvi massaa.. Ettan maranamass.... Lucifer  thakarkumm  parishauda annee poyi njan cinema kannom	positive	Prithvi massaa.. Ettan maranamass.... Lucifer thakarkumm parishauda annee poyi njan cinema kannom
2833	2833	Trending 1  #mamangam #mammookka	positive	Trending 1 #mamangam #mammookka
2834	2834	Myru ennu relese ayit show polum nadathit ila  aalilanjit ikkane arkum vende	negative	Myru ennu relese ayit show polum nadathit ila aalilanjit ikkane arkum vende
