sentence	sentiment	lang_of_words
Bro wonder women 1984 review chey bro	neutral	['en', 'en', 'en', 'univ', 'en', 'te', 'en']
I went to the movie to be frank I liked it it 's not that bad as you said bro but I felt that climax was a mix of Shawshank redemption and parasite over all I can say it is not an underwhelming film . It is a good movie .	positive	['en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'univ', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'univ', 'en', 'en', 'en', 'en', 'en', 'univ']
Inthaki kong gelichinda leda godzilla gelichinda ?	neutral	['te', 'en', 'te', 'te', 'te', 'te', 'univ']
@BhaagiTheBot @perusalaar Sanju gadi ki baaga telusu mabuu gadhuu chekka ani endukantey iddaru baaga close kada 😂 😂	negative	['univ', 'univ', 'ne', 'te', 'ne', 'te', 'te', 'te', 'te', 'te', 'te', 'te', 'te', 'te', 'en', 'ne', 'univ', 'univ']
@RCmass @Yaswanth4Prabha Arey 10M ani vaalu annaru 1 week mundu ela avvudi paiga accounts anni lechipoyay nuvvu reply ichaav gaa thana last account 3000 followers di poyindi malli tarvata vastadi le #RiseOfPanIndiaStarPrabhas	positive	['univ', 'univ', 'te', 'univ', 'te', 'te', 'te', 'univ', 'en', 'te', 'te', 'te', 'te', 'en', 'te', 'te', 'te', 'en', 'te', 'te', 'te', 'en', 'en', 'univ', 'en', 'te', 'te', 'te', 'te', 'te', 'ne', 'univ']
Pukuna kodaka riw adigara puka	negative	['te', 'te', 'en', 'te', 'te']
@Sohan B bro movie climax lo heroine valla father , valla manushulu . Kalisi cut chestaru 😆	neutral	['univ', 'en', 'en', 'en', 'en', 'te', 'en', 'te', 'en', 'univ', 'te', 'te', 'univ', 'te', 'en', 'te', 'univ']
Chillar gaa @FanCode what is this 10 Rs , 15 Rs da ... Get a yearly package .	negative	['en', 'te', 'univ', 'en', 'en', 'en', 'univ', 'en', 'univ', 'univ', 'en', 'te', 'univ', 'en', 'en', 'en', 'en', 'univ']
Where to download this movie link please	neutral	['en', 'en', 'en', 'en', 'en', 'en', 'en']
Wait chesi inka intlo vaallu thiduthunte return vachesa bro 7 ki	neutral	['en', 'te', 'te', 'te', 'te', 'te', 'en', 'te', 'en', 'univ', 'ne']
Spoiler lekunda chepali antey , one tym ki eye feast . 2nd tym ki routine anipinchestadi . Climax inka bavundali .	negative	['en', 'te', 'te', 'te', 'univ', 'en', 'en', 'ne', 'en', 'en', 'univ', 'univ', 'en', 'ne', 'en', 'te', 'univ', 'en', 'te', 'te', 'univ']
Mi voice kick ass asalu	positive	['te', 'en', 'en', 'en', 'te']
Anna corona virus telugu movie kada	neutral	['te', 'en', 'en', 'te', 'en', 'te']
Meru review isthuntae Naku endhuko kallalo Nellu osthunai 😢	neutral	['te', 'en', 'en', 'te', 'te', 'te', 'te', 'te', 'univ']
@BGglowing Iya emang sebenernya sabun yg ada busanya gaa Bagus , apalagi g4rni3r itu ngerusak bgt ke muka ih .. Coba pake cheta aja deh nyarinya yg kecil dulu gitu	negative	['univ', 'ne', 'ne', 'ne', 'ne', 'ne', 'ne', 'ne', 'te', 'te', 'univ', 'te', 'te', 'te', 'en', 'en', 'te', 'te', 'en', 'univ', 'en', 'en', 'te', 'ne', 'en', 'ne', 'en', 'en', 'te', 'te']
@tsr_tweets @KChiruTweets @ysjagan Package endi ra pukka 😂 😂 ayana movies chestu tisukuney remuneration sarepodha lawada lo package anta erripukku mataley eh na bolli gadi sankaa nakandii poyi	negative	['univ', 'univ', 'univ', 'en', 'te', 'te', 'te', 'univ', 'univ', 'te', 'en', 'te', 'en', 'en', 'te', 'te', 'te', 'en', 'te', 'te', 'te', 'te', 'te', 'te', 'te', 'te', 'te', 'te']
@jack_aa_bokka @aiyazahmed08 Lockdown time lo AA vs MB fanwars dhi template ani telusu , but still aa time ki nuv correct ga counter icchav chudu adhi perfect SOH timing ante 🤙🏻	positive	['univ', 'univ', 'en', 'en', 'te', 'te', 'en', 'ne', 'en', 'te', 'en', 'te', 'te', 'univ', 'en', 'en', 'te', 'en', 'ne', 'te', 'en', 'te', 'en', 'te', 'te', 'te', 'en', 'univ', 'en', 'te', 'univ']
@inTRoUErt Vallu anthe Anna Btw vallu use chese language chethaga untadi .. Anduke Chala Mandhi fans ki RCB ante Istam undadhu	negative	['univ', 'te', 'te', 'te', 'en', 'te', 'en', 'te', 'en', 'te', 'te', 'univ', 'te', 'te', 'te', 'en', 'ne', 'univ', 'te', 'te', 'te']
@nivas98943599 Chala bhagndhi . Ela chesaru . Edainaa Application use chesara	positive	['univ', 'te', 'te', 'univ', 'te', 'te', 'univ', 'te', 'en', 'en', 'te']
Aranya review kudha iste inka memu decide avtam thyview bro	neutral	['ne', 'en', 'te', 'te', 'te', 'te', 'te', 'te', 'en', 'en']
Warner gadi frustration chupisthunaru adhey rahul gaadu aythey sigguu lekundaa Aadesthadu ilantivi	negative	['ne', 'te', 'en', 'te', 'te', 'ne', 'te', 'te', 'te', 'te', 'te', 'te']
Bro you voice and review and your English is super	positive	['en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en']
@SheshuTheBusss Nannu choodu nuv enni thengulu thengina kuda silent ga unta Mana lekka undaali Siggu lajja lekundaa Rough ga Rude ga 😎	negative	['univ', 'te', 'te', 'te', 'te', 'te', 'te', 'te', 'en', 'te', 'te', 'te', 'te', 'ne', 'te', 'te', 'te', 'en', 'te', 'te', 'te', 'univ']
@mahesh_gani @CensorReports Siggu lekunda Rajya Sabha seat tisukunnadu congress , enni debates lo participate chesadu , attendance entha 😂 🤮 Adi telsukondi ra nayana . Chimpu ni meere lepali Pichi edavalu ra miru .	negative	['univ', 'univ', 'te', 'te', 'ne', 'ne', 'ne', 'te', 'en', 'univ', 'te', 'en', 'te', 'en', 'te', 'univ', 'en', 'te', 'univ', 'univ', 'te', 'te', 'te', 'te', 'univ', 'te', 'te', 'te', 'te', 'te', 'te', 'te', 'te', 'univ']
Coincidentally exactly 5 mins back ide comment petta bro . It is embarrassing actually ! 🤣 😂	negative	['en', 'en', 'univ', 'en', 'en', 'en', 'en', 'te', 'en', 'univ', 'en', 'en', 'en', 'en', 'univ', 'univ', 'univ']
I felt little bit bored	negative	['en', 'en', 'en', 'en', 'en']
@ZtIQ7t18BkNGY7H @PrabhasSaah0 Naku me berre lanja vachchindhi ra gadidha lanja puka 😅 😅	negative	['univ', 'univ', 'te', 'en', 'en', 'en', 'te', 'te', 'te', 'te', 'te', 'univ', 'univ']
@MohanTarakian @KKRiders Ento 😴 Top order Twaraga Out chesi manchi pani chesar lekapothey	positive	['univ', 'univ', 'te', 'univ', 'en', 'en', 'te', 'en', 'te', 'te', 'te', 'te', 'en']
@VoiceOfAndhra_ @IamSricharan @SreenivasC14 @AndhraPradeshCM Nuvvu veyaledhu gaa velli mee CM ne HYD vadili vochi nee lanti valaki help cheyamanu . 😂 adhi cheta gadhu edavatam tappa .	negative	['univ', 'univ', 'univ', 'univ', 'te', 'te', 'te', 'te', 'te', 'en', 'te', 'en', 'te', 'te', 'te', 'te', 'te', 'en', 'te', 'univ', 'univ', 'te', 'te', 'te', 'te', 'te', 'univ']
Vedu okka hero Vedi sinemalu chuddaniki manam vellali , Assalu vedi kanna Vijay Nani Naveen Eroju vallu stars aiyaru Vediki bag round unna Kanisam villan ga kuda paniki radu Talent assalu ledu Tq God 150 naku money save aiyendi	negative	['te', 'te', 'en', 'te', 'te', 'te', 'te', 'te', 'univ', 'te', 'te', 'te', 'ne', 'te', 'te', 'te', 'te', 'en', 'te', 'te', 'en', 'en', 'te', 'te', 'en', 'te', 'te', 'te', 'te', 'en', 'te', 'te', 'en', 'en', 'univ', 'te', 'te', 'te', 'te']
`` Chari not sorry `` voice i guess	neutral	['univ', 'te', 'en', 'en', 'univ', 'en', 'en', 'en']
@Physco_Sambadu Dairyam ga user id to name mention cheyadam cheta kani daddama la post lu cheyadam tappa neki em vachu ra pilla sainik dairyam gaa first user name create chesuko tambi	negative	['univ', 'te', 'te', 'en', 'en', 'en', 'en', 'en', 'te', 'te', 'te', 'te', 'te', 'en', 'te', 'te', 'te', 'te', 'te', 'te', 'te', 'te', 'te', 'te', 'te', 'en', 'en', 'en', 'en', 'te', 'te']
Xlife was osm , teaser for the #Prabhas movie . 😍 😍	positive	['en', 'en', 'en', 'univ', 'en', 'en', 'en', 'univ', 'en', 'univ', 'univ', 'univ']
@SyedHassan_SHG @AliHZaidiPTI Aaj tu lagta hai buzdar katay gaa chilla bibi ka	negative	['univ', 'univ', 'univ', 'te', 'te', 'te', 'ne', 'te', 'te', 'te', 'te', 'te']
@_Being__Myself @kaNTRiFan Edho nee musthii satisfaction gaani ... Youth , family Audience , non cadre generao Audience ekkadaina Pottodu mustodey Aaadi marugujju appearence ki ... Inka nizam lo kukka kanna heenam aadi bhatuku ... Yaak 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 Pakkana undu oka moolana	negative	['univ', 'univ', 'te', 'te', 'te', 'en', 'te', 'univ', 'en', 'univ', 'en', 'en', 'univ', 'en', 'en', 'ne', 'en', 'te', 'te', 'ne', 'te', 'te', 'en', 'ne', 'univ', 'te', 'ne', 'te', 'te', 'te', 'te', 'te', 'te', 'univ', 'te', 'univ', 'univ', 'univ', 'univ', 'univ', 'univ', 'univ', 'univ', 'univ', 'univ', 'univ', 'univ', 'univ', 'te', 'te', 'te', 'te']
K Viswanath gari gurinchi oka video please please please please please please please please please please please please please please please	neutral	['te', 'te', 'te', 'te', 'te', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en']
@Nandamurifans @tarak9999 Manchi pani chesadu NTR Anna .... lekapothe routine stories petti tistadu ... anni movies remix chestadu 😪 😪 .... hammaya feeling happy ... koratala Anna dhiguthadu ley 🤙 🤙	positive	['univ', 'univ', 'te', 'te', 'te', 'ne', 'te', 'univ', 'te', 'en', 'en', 'te', 'te', 'univ', 'te', 'en', 'en', 'te', 'univ', 'univ', 'univ', 'te', 'en', 'en', 'univ', 'te', 'te', 'te', 'te', 'univ', 'univ']
Kontha mandi abbayilu ... ammayila dm lo doori cheta vaagudantha vaagutunnaru .... oka doctor ki doubt adugudamani dm chesthe , adi nannu chaalaa wrong ga teesukundi ..... mee valle ra babu This is what I messaged her	negative	['te', 'te', 'te', 'univ', 'univ', 'univ', 'te', 'te', 'te', 'te', 'te', 'univ', 'te', 'en', 'ne', 'en', 'te', 'univ', 'en', 'univ', 'te', 'te', 'te', 'en', 'te', 'te', 'univ', 'te', 'te', 'te', 'ne', 'en', 'en', 'en', 'en', 'en', 'en']
Very genuine review from Thyview . Paid gallu andaru tega leputunaru ee movie ni . ✌	positive	['en', 'en', 'en', 'en', 'en', 'univ', 'en', 'te', 'te', 'te', 'te', 'te', 'en', 'te', 'univ', 'univ']
@surekha_view kompalu kolleru chesadu . hayiga rest teesukuntunnadu , dwikalatra yogi .	positive	['univ', 'te', 'te', 'te', 'univ', 'te', 'en', 'te', 'univ', 'te', 'te', 'univ']
Alane undhii film same 2 same .	negative	['te', 'te', 'en', 'en', 'univ', 'en', 'univ']
Overall Good film and that father character lit bit 💥 💥	positive	['ne', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'univ', 'univ']
@sri_tweetzzz Yes 😻 Okasari ilaane ammaila bus maaku parallel ga velthunnappudu maa vaallu arichaaru dhaaniki oka ammai window close chesindi Kopam tho maa bus lo unna windows anni gattiga close chesaam Mee mohalaki antha scene ledani ... Last ki Migatha girls aah ammai chetta open cheyinchaaru	negative	['univ', 'en', 'univ', 'te', 'te', 'te', 'en', 'te', 'te', 'te', 'te', 'te', 'te', 'te', 'te', 'te', 'te', 'en', 'en', 'te', 'te', 'te', 'te', 'en', 'te', 'te', 'en', 'te', 'te', 'en', 'te', 'te', 'te', 'te', 'en', 'te', 'univ', 'en', 'ne', 'te', 'en', 'te', 'te', 'te', 'en', 'te']
Movie mathram super bhayya keka	positive	['en', 'te', 'en', 'te', 'te']
Movie chaala slow gaa undi Chala patience undali movie complete gaa chudataniki	neutral	['en', 'te', 'en', 'te', 'te', 'te', 'en', 'te', 'en', 'en', 'te', 'te']
Waiting for July 2nd 8	positive	['en', 'en', 'en', 'univ', 'univ', 'en', 'en', 'en', 'en', 'en', 'en', 'univ', 'ne', 'ne', 'univ', 'en', 'univ', 'univ', 'univ', 'univ', 'univ', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'univ', 'univ', 'en', 'en', 'te', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'univ', 'univ', 'univ', 'univ', 'univ', 'univ']
Panja enti bayya name mundhu	neutral	['ne', 'te', 'te', 'en', 'te']
Just now watched . Movie is great .	positive	['en', 'en', 'en', 'univ', 'en', 'en', 'en', 'univ']
@vijayshankar260 @JadhavKedar #Kedharjadhav and #Vijayshankar velli without sugar #suchithjagadeesha sanka nakand Useless fellows #SRHvsDC #DCvsSRH	negative	['univ', 'univ', 'univ', 'en', 'univ', 'te', 'en', 'en', 'univ', 'te', 'en', 'en', 'en', 'univ', 'univ']
@Sushspace @Ramani0808 @DathuRulz @andhroindian White and brown rice ki just 3 net carbs ye difference ... haayga white rice ye tiney akka	positive	['univ', 'univ', 'univ', 'univ', 'en', 'en', 'en', 'en', 'ne', 'en', 'univ', 'en', 'en', 'te', 'en', 'univ', 'te', 'en', 'en', 'te', 'en', 'te']
@murarigowtham @PawanKalyan Enduku Ra e fake bathukulu poyi jagan gadi sanka nakand 24hrs MB fans PK medha endukura edustharu 35L people sand leka food leka roadla medha adukune sthithilo vasthe Okka MB fan gaadu respond kala Meku manushulu chasthuna parla Kani jagan gadi m nakutharu Ra thupuk 💦 💦	negative	['univ', 'univ', 'te', 'te', 'te', 'te', 'te', 'te', 'ne', 'te', 'te', 'en', 'univ', 'ne', 'en', 'en', 'te', 'te', 'te', 'univ', 'en', 'en', 'te', 'en', 'te', 'te', 'te', 'te', 'te', 'te', 'te', 'ne', 'en', 'te', 'en', 'te', 'te', 'te', 'te', 'te', 'te', 'ne', 'te', 'en', 'te', 'te', 'univ', 'univ', 'univ']
@illusionistChai @homo_sapien3 Telugu ishtamm , matladalante kashtam ani anukunte manake nashtam , ila cheyali andharky spashtam 🏃‍♀️	positive	['univ', 'univ', 'te', 'te', 'univ', 'te', 'te', 'te', 'te', 'en', 'te', 'univ', 'te', 'te', 'en', 'te', 'univ']
@Fayaz65024569 @PG_2_0 @urstrulyMahesh Ha bro chettha comedy Oke Oka fight interval asalu army Ante Edho expect chesa put to out mass introduction taruvatha comedy chettha GA tisaru but collection Baga petaru out to out mass Tisthe gettiga koduthadu babu	negative	['univ', 'univ', 'univ', 'en', 'en', 'te', 'en', 'te', 'te', 'en', 'te', 'te', 'en', 'te', 'te', 'en', 'te', 'en', 'en', 'en', 'en', 'en', 'te', 'en', 'te', 'te', 'te', 'en', 'en', 'te', 'te', 'en', 'en', 'en', 'en', 'te', 'te', 'te', 'ne']
@pradeep_11477 @naralokesh @ysjagan @VSReddy_MP Jatulu enduku vachay sir akkada , clear ga oka incident gurinchi matladutunadu ayana chetanaite ee cheta kani govt ni adugu Ledu ante sit calmly ! When those issues comes into your door step you will understand what they are going through ! V lost my uncle n cousin both few days ago	negative	['univ', 'univ', 'univ', 'univ', 'te', 'te', 'te', 'en', 'te', 'univ', 'en', 'te', 'te', 'en', 'te', 'te', 'te', 'te', 'te', 'en', 'te', 'en', 'te', 'te', 'te', 'te', 'en', 'en', 'univ', 'en', 'en', 'en', 'en', 'te', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'univ', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en']
First like first comment anna	neutral	['en', 'en', 'en', 'en', 'te']
Bro ani reviews chusanu nuvu oka movie kuda full gaa bagndi ani chepaledu ado oka vanka pedatav songs sidsriram song undi padukonipiyava	negative	['en', 'te', 'en', 'te', 'te', 'te', 'en', 'te', 'en', 'te', 'te', 'te', 'te', 'te', 'te', 'te', 'te', 'en', 'te', 'en', 'te', 'te']
@chandler999999 Camera chetha ga undatam enti ?	negative	['univ', 'te', 'te', 'te', 'te', 'te', 'univ']
Bro nijam ga meru a movie explain chasina adhi ma TV lo compulsory esthunnaru anta tv vallu kuda me channel ni follow avithunnaru	neutral	['en', 'te', 'te', 'te', 'en', 'en', 'en', 'te', 'te', 'te', 'en', 'te', 'en', 'te', 'te', 'en', 'te', 'te', 'en', 'en', 'te', 'en', 'te']
@pandugadicult__ @NaveenDHFM100 @AlwaysPK_45 Ni amma puku lo gaadida modda ra mabbuu lanjakdoaka	negative	['univ', 'univ', 'univ', 'te', 'te', 'te', 'te', 'te', 'te', 'te', 'te', 'te']
@chilxam @ONLYRPE Hai chilla ! Aku udah gaa sedih ko , makasih banyak yaaa ! Have a great day ✨ 💛	negative	['univ', 'univ', 'te', 'te', 'univ', 'te', 'te', 'te', 'en', 'te', 'univ', 'en', 'te', 'te', 'univ', 'en', 'en', 'en', 'en', 'univ', 'univ']
Ide movie other language movie ayite superb keka turumu masterpiece antava passion ayyipoyindi bayya	neutral	['te', 'en', 'en', 'en', 'en', 'te', 'en', 'te', 'te', 'te', 'te', 'en', 'te', 'te']
Me review ki peddha fan Anna ❤ ️ ❤ ️ ❤ ️	positive	['en', 'en', 'ne', 'te', 'en', 'te', 'univ', 'univ', 'univ', 'univ', 'univ', 'univ']
@vishnu_901 Evadno tag chesi erripuk ayyi tweet delete chesindi nuvvu malli siggulekunda nannu antunnav 😂	negative	['univ', 'te', 'en', 'te', 'te', 'te', 'en', 'en', 'te', 'te', 'te', 'te', 'te', 'te', 'univ']
Have you watched in telugu or english ?	neutral	['en', 'en', 'en', 'en', 'te', 'en', 'en', 'univ']
power play reveiw kuda upload chese velli break estam	neutral	['en', 'en', 'en', 'te', 'en', 'te', 'te', 'en', 'te']
@loyalMaheshFan Haa 😂 maku trivi tho cancel ayi manchhi pani ayyindhi lekapothe danne pettevallu 🙏	positive	['univ', 'te', 'univ', 'te', 'te', 'te', 'en', 'te', 'te', 'te', 'te', 'te', 'te', 'te', 'univ']
I just watched this movie & its too gud movie . Dont trust his review . .	positive	['en', 'en', 'en', 'en', 'en', 'univ', 'en', 'en', 'en', 'en', 'univ', 'en', 'en', 'en', 'en', 'univ', 'univ']
see his review of na peru surya	negative	['en', 'en', 'en', 'en', 'te', 'te', 'ne']
@mr . win _ mini games well said bro , Dia is just one time watch . Andala rakshasi is awesome . 96 , i loved it due to screenplay and acting . even i do n't like to watch Trisha movies . it 's her best acting . Telugu movies will be hit in TV . Andala rakshasi , godavari , and many more . as they do n't have promotion and publicity like uppena .	positive	['univ', 'univ', 'univ', 'univ', 'en', 'en', 'en', 'en', 'en', 'univ', 'en', 'en', 'en', 'en', 'en', 'en', 'univ', 'te', 'te', 'en', 'en', 'univ', 'univ', 'univ', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'univ', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'te', 'en', 'univ', 'en', 'univ', 'en', 'en', 'en', 'univ', 'te', 'en', 'en', 'en', 'en', 'en', 'en', 'univ', 'te', 'te', 'univ', 'te', 'univ', 'en', 'en', 'en', 'univ', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'te', 'univ']
Hi anna expecting a heart anna ❤ ❤ 💔 💓	positive	['en', 'te', 'en', 'en', 'en', 'te', 'univ', 'univ', 'univ', 'univ']
@centurygowdaa Kummav ga Rahul ledu na team lo	positive	['univ', 'te', 'te', 'ne', 'te', 'te', 'en', 'te']
It 's look like Tovinto Thomas movie `` Oru Kuprasidha Payyan ``	neutral	['en', 'univ', 'en', 'en', 'te', 'ne', 'ne', 'univ', 'te', 'te', 'ne', 'univ']
@ui000009 @Mouli55701111 @The_Tribbiani Avani manaki anavsaram inka poni veeladi 1st aa ante adi kadu langa lepukuntu ready gaa untaru 🤣 🤣 🤣 PAN India star lu ayi undi ee chilla godavalu ento Naku ardam kadu 🙏	negative	['univ', 'univ', 'univ', 'te', 'te', 'te', 'te', 'te', 'te', 'univ', 'te', 'te', 'te', 'te', 'te', 'te', 'en', 'te', 'te', 'univ', 'univ', 'univ', 'univ', 'en', 'en', 'te', 'te', 'te', 'te', 'te', 'te', 'te', 'te', 'te', 'te', 'univ']
@kalyan_fanatics @FilmCompanion @Highonfilmss @ravepsychedelic Nee antha EP ni aythe kaduu Naa hate antha pawalas ee . Pawan dhi kadu actually .. Full of hypocrites , Vijay anna gurunchi enduku le .. Pawan meedha edavatam enti .. Edavtanki emundhi ? Meerante lepina reality does n't change . All I share is facts you can believe your paid crap ..	negative	['univ', 'univ', 'univ', 'univ', 'te', 'te', 'univ', 'te', 'te', 'ne', 'te', 'en', 'te', 'te', 'te', 'univ', 'ne', 'te', 'te', 'en', 'univ', 'en', 'en', 'en', 'univ', 'ne', 'te', 'te', 'te', 'ne', 'univ', 'ne', 'te', 'te', 'te', 'univ', 'te', 'te', 'univ', 'te', 'te', 'en', 'en', 'en', 'en', 'univ', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'univ']
You are genius that 's why its predictable to you 😜 😜 , not all common audience any way its a good movie with bad review 👍 👍 👏 👏	positive	['en', 'en', 'en', 'en', 'univ', 'en', 'en', 'en', 'en', 'en', 'univ', 'univ', 'univ', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'univ', 'en', 'univ', 'univ', 'univ', 'univ']
Apuu ra ray waste gaa nuvvu nee review	positive	['te', 'te', 'en', 'te', 'te', 'te', 'te', 'en']
Cinematography is bad i guess	negative	['en', 'en', 'en', 'en', 'en']
@SShaiddin_NTR @tarak9999 Fc anevi hero kosam puttinavi ... offline aina online aina hero kosam ledha edaina oka manchhi cause kosam pani chestai ... evadiki padithe vadiki wish cheyadaniki kadhu ... 😘	positive	['univ', 'univ', 'univ', 'te', 'en', 'te', 'te', 'univ', 'en', 'te', 'en', 'te', 'en', 'te', 'te', 'te', 'te', 'te', 'en', 'te', 'te', 'te', 'univ', 'te', 'te', 'te', 'en', 'te', 'te', 'univ', 'univ']
@rj_4_all @ncbn Arey 5rs Paytm chillar brathike Nuvvu dhammu gurinchi matladuthunavu ... arey britania biscuit gaa , by elections e party ruling lo unte adhe gelusthundhi .. by election anedhe kadhu e election ayina ruling lo unnavaru gelustharu . Cheddi vesukunodu kuda chepthadu Nuvvu cheppedhi enti	negative	['univ', 'univ', 'te', 'univ', 'univ', 'en', 'en', 'te', 'te', 'te', 'te', 'univ', 'te', 'en', 'en', 'te', 'univ', 'en', 'en', 'te', 'en', 'en', 'te', 'te', 'te', 'te', 'univ', 'en', 'en', 'te', 'te', 'te', 'en', 'te', 'en', 'te', 'te', 'te', 'univ', 'te', 'te', 'te', 'te', 'te', 'te', 'te']
